Disease	Code
stage II ovarian epithelial cancer	C7830
Stage II Ovarian Cancer	C7830
FIGO Stage II Ovarian Cancer	C7830
FIGO Stage II Carcinoma of Ovary	C7830
FIGO Stage II Ovarian Carcinoma	C7830
FIGO Stage II Cancer of the Ovary	C7830
Stage II Ovarian Cancer AJCC v6	C7830
AJCC Stage II Ovarian Cancer	C7830
FIGO Stage II Cancer of Ovary	C7830
FIGO Stage II Carcinoma of the Ovary	C7830
Stage II Ovarian Cancer AJCC v6 and v7	C7830
Stage IV Ovarian Cancer	C7832
AJCC Stage IV Ovarian Cancer	C7832
FIGO Stage IV Cancer of Ovary	C7832
Ovarian Cancer Stage IV	C7832
Stage IV Ovarian Cancer AJCC v6 and v7	C7832
Stage IV Ovarian Cancer AJCC v7	C7832
Stage IV Ovarian Carcinoma	C7832
FIGO Stage IV Ovarian Cancer	C7832
FIGO Stage IV Carcinoma of Ovary	C7832
Stage IV Ovarian Epithelial Cancer	C7832
FIGO Stage IV Carcinoma of the Ovary	C7832
FIGO Stage IV Cancer of the Ovary	C7832
stage IV ovarian epithelial cancer	C7832
Stage IV Ovarian Cancer AJCC v6	C7832
FIGO Stage IV Ovarian Carcinoma	C7832
Stage I Ovarian Epithelial Cancer	C7829
Stage I Ovarian Cancer AJCC v6	C7829
stage I ovarian epithelial cancer	C7829
FIGO Stage I Cancer of Ovary	C7829
Stage I Ovarian Cancer AJCC v6 and v7	C7829
Stage I Ovarian Carcinoma	C7829
FIGO Stage I Carcinoma of Ovary	C7829
FIGO Stage I Carcinoma of the Ovary	C7829
FIGO Stage I Ovarian Cancer	C7829
FIGO Stage I Ovarian Carcinoma	C7829
Ovarian Cancer Stage I	C7829
Stage I Ovarian Cancer	C7829
Stage I Ovarian Cancer AJCC v7	C7829
AJCC Stage I Ovarian Cancer	C7829
FIGO Stage I Cancer of the Ovary	C7829
Stage III Ovarian Carcinoma	C7831
Stage III Ovarian Cancer AJCC v6 and v7	C7831
AJCC Stage III Ovarian Cancer	C7831
Stage III Ovarian Cancer AJCC v7	C7831
stage III ovarian epithelial cancer	C7831
FIGO Stage III Cancer of Ovary	C7831
Stage III Ovarian Cancer AJCC v6	C7831
FIGO Stage III Carcinoma of Ovary	C7831
FIGO Stage III Cancer of the Ovary	C7831
FIGO Stage III Carcinoma of the Ovary	C7831
Ovarian Cancer Stage III	C7831
Stage III Ovarian Epithelial Cancer	C7831
FIGO Stage III Ovarian Cancer	C7831
FIGO Stage III Ovarian Carcinoma	C7831
Stage III Ovarian Cancer	C7831
Recurrent Platinum Sensitive Ovarian Carcinoma	C188391
Recurrent Platinum-Sensitive Ovarian Carcinoma	C188391
Stage IV Ovarian Cancer AJCC v8	C139977
Stage IV Ovarian Cancer	C139977
Stage IV Ovarian Carcinoma AJCC v8	C139977
Stage I Ovarian Carcinoma AJCC v8	C139964
Stage I Ovarian Cancer	C139964
Stage I Ovarian Cancer AJCC v8	C139964
Stage II Ovarian Carcinoma AJCC v8	C139968
Stage II Ovarian Cancer	C139968
Stage II Ovarian Cancer AJCC v8	C139968
Stage III Ovarian Cancer	C139971
Stage III Ovarian Cancer AJCC v8	C139971
Stage III Ovarian Carcinoma AJCC v8	C139971
Metastatic Microsatellite Stable Ovarian Carcinoma	C180333
Bladder Low Grade Intraurothelial Neoplasia	C27882
Bladder Urothelial Dysplasia	C27882
Low-Grade Bladder Intraurothelial Neoplasia	C27882
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent High-Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent High Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
Advanced Endometrial Endometrioid Adenocarcinoma	C170810
Locally Advanced Endometrial Endometrioid Adenocarcinoma	C174044
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Low-Grade Endometrial Endometrioid Adenocarcinoma	C199153
Recurrent Low Grade Endometrial Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent High-Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent High Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma	C40146
Grade 1 Endometrial Endometrioid Carcinoma	C40146
Grade 1 Endometrial Endometrioid Adenocarcinoma	C40146
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Low-Grade Endometrial Endometrioid Adenocarcinoma	C199153
Recurrent Low Grade Endometrial Endometrioid Adenocarcinoma	C199153
Grade 2 Endometrial Endometrioid Adenocarcinoma	C40147
Grade 2 Endometrial Endometrioid Carcinoma	C40147
FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma	C40147
Advanced Ovarian Endometrioid Adenocarcinoma	C170942
Advanced Endometrial Endometrioid Adenocarcinoma	C170810
Advanced Ovarian Endometrioid Adenocarcinoma	C170942
Locally Advanced Endometrial Endometrioid Adenocarcinoma	C174044
Recurrent Ovarian High Grade Endometrioid Adenocarcinoma	C199168
Recurrent High-Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent High Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent Ovarian High-Grade Endometrioid Adenocarcinoma	C199168
Recurrent Ovarian High Grade Endometrioid Adenocarcinoma	C199168
Recurrent High-Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent High Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent Ovarian High-Grade Endometrioid Adenocarcinoma	C199168
Recurrent Ovarian Low Grade Endometrioid Adenocarcinoma	C199167
Recurrent Ovarian Low-Grade Endometrioid Adenocarcinoma	C199167
Recurrent Low Grade Ovarian Endometrioid Adenocarcinoma	C199167
Recurrent Low-Grade Ovarian Endometrioid Adenocarcinoma	C199167
FIGO Grade 2 Ovarian Endometrioid Adenocarcinoma	C199162
FIGO Grade 1 Ovarian Endometrioid Adenocarcinoma	C199160
Recurrent Ovarian Low Grade Endometrioid Adenocarcinoma	C199167
Recurrent Ovarian Low-Grade Endometrioid Adenocarcinoma	C199167
Recurrent Low Grade Ovarian Endometrioid Adenocarcinoma	C199167
Recurrent Low-Grade Ovarian Endometrioid Adenocarcinoma	C199167
Recurrent Ovarian High Grade Endometrioid Adenocarcinoma	C199168
Recurrent High-Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent High Grade Ovarian Endometrioid Adenocarcinoma	C199168
Recurrent Ovarian High-Grade Endometrioid Adenocarcinoma	C199168
Recurrent Endometrial High Grade Endometrioid Adenocarcinoma	C199156
Recurrent High-Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent High Grade Endometrial Endometrioid Adenocarcinoma	C199156
Recurrent Endometrial High-Grade Endometrioid Adenocarcinoma	C199156
Recurrent Ovarian Low Grade Endometrioid Adenocarcinoma	C199167
Recurrent Ovarian Low-Grade Endometrioid Adenocarcinoma	C199167
Recurrent Low Grade Ovarian Endometrioid Adenocarcinoma	C199167
Recurrent Low-Grade Ovarian Endometrioid Adenocarcinoma	C199167
Recurrent Endometrial Low Grade Endometrioid Adenocarcinoma	C199153
Recurrent Endometrial Low-Grade Endometrioid Adenocarcinoma	C199153
Recurrent Low-Grade Endometrial Endometrioid Adenocarcinoma	C199153
Recurrent Low Grade Endometrial Endometrioid Adenocarcinoma	C199153
FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma	C40146
Grade 1 Endometrial Endometrioid Carcinoma	C40146
Grade 1 Endometrial Endometrioid Adenocarcinoma	C40146
FIGO Grade 1 Ovarian Endometrioid Adenocarcinoma	C199160
Grade 2 Endometrial Endometrioid Adenocarcinoma	C40147
Grade 2 Endometrial Endometrioid Carcinoma	C40147
FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma	C40147
FIGO Grade 2 Ovarian Endometrioid Adenocarcinoma	C199162
Esophageal Adenocarcinoma in situ	C8629
Stage 0 Esophageal Adenocarcinoma	C8629
Stage 0 Esophageal Adenocarcinoma AJCC v7	C8629
Esophagus Adenocarcinoma in situ	C8629
Oesophageal Adenocarcinoma Stage 0	C8629
Stage 0 Adenocarcinoma of Esophagus	C8629
Esophageal Adenocarcinoma, Stage 0	C8629
Adenocarcinoma in situ of Esophagus	C8629
Stage 0 Adenocarcinoma of the Esophagus	C8629
Stage 0 Esophagus Adenocarcinoma	C8629
Adenocarcinoma in situ of the Esophagus	C8629
Grade II PIN	C7360
Grade II Prostatic Intraepithelial Neoplasia	C7360
High Grade Prostatic Intraepithelial Neoplasia, Small Cell Neuroendocrine Variant	C39891
High-Grade Prostatic Intraepithelial Neoplasia, Small Cell Neuroendocrine Variant	C39891
PIN III	C3642
Carcinoma in situ of prostate	C3642
Prostate Adenocarcinoma in situ	C3642
Grade 3 Prostatic Intraepithelial Neoplasia	C3642
Grade III PIN	C3642
Adenocarcinoma in situ of Prostate	C3642
Grade 3 PIN	C3642
Prostatic intraepithelial neoplasia, grade III	C3642
Grade III Prostatic Intraepithelial Neoplasia	C3642
Adenocarcinoma in situ of the Prostate	C3642
High Grade Prostatic Intraepithelial Neoplasia, Signet-Ring Variant	C39887
High-Grade Prostatic Intraepithelial Neoplasia, Signet-Ring Variant	C39887
High Grade Prostatic Intraepithelial Neoplasia, Signet Ring Variant	C39887
High-Grade Prostatic Intraepithelial Neoplasia, Signet Ring Variant	C39887
High Grade Prostatic Intraepithelial Neoplasia, Foamy Variant	C39889
High-Grade Prostatic Intraepithelial Neoplasia, Foamy Variant	C39889
High Grade Prostatic Intraepithelial Neoplasia, Inverted Variant	C39890
High-Grade Prostatic Intraepithelial Neoplasia, Inverted Variant	C39890
High Grade Prostatic Intraepithelial Neoplasia, Mucinous Variant	C39888
High-Grade Prostatic Intraepithelial Neoplasia, Mucinous Variant	C39888
Grade II PIN	C7360
Grade II Prostatic Intraepithelial Neoplasia	C7360
Solid and Cystic Hidradenoma	C7568
Nodular hidradenoma	C7568
Nodular Hidradenoma	C7568
Tubular Apocrine Adenoma	C27527
Apocrine Hidrocystoma	C43342
Apocrine Hydrocystoma	C43342
Monomorphous Plurihormonal Pituitary Neuroendocrine Tumor	C154504
Plurimorphous Plurihormonal Pituitary Neuroendocrine Tumor	C154505
Crooke Cell Tumor	C154342
Crooke Cell Adenoma	C154342
Sparsely Granulated Corticotroph Pituitary Neuroendocrine Tumor/Adenoma	C154340
Sparsely Granulated Corticotroph Pituitary Neuroendocrine Tumor	C154340
Sparsely Granulated Corticotroph PitNET/Adenoma	C154340
Densely Granulated Corticotroph PitNET/Adenoma	C154339
Densely Granulated Corticotroph Pituitary Neuroendocrine Tumor	C154339
Densely Granulated Corticotroph Pituitary Neuroendocrine Tumor/Adenoma	C154339
Densely Granulated Pituitary Gland Lactotroph Adenoma	C45931
Densely Granulated Lactotroph Pituitary Neuroendocrine Tumor/Adenoma	C45931
Densely Granulated Lactotroph PitNET/Adenoma	C45931
Densely Granulated Lactotroph Pituitary Neuroendocrine Tumor	C45931
Sparsely Granulated Lactotroph PitNET/Adenoma	C45932
Sparsely Granulated Pituitary Gland Lactotroph Adenoma	C45932
Sparsely Granulated Lactotroph Pituitary Neuroendocrine Tumor/Adenoma	C45932
Sparsely Granulated Lactotroph Pituitary Neuroendocrine Tumor	C45932
Mammosomatotroph PitNET/Adenoma	C45928
Mammosomatotroph Pituitary Neuroendocrine Tumor/Adenoma	C45928
Somatolactotrope Adenoma	C45928
Somatomammotrope Adenoma	C45928
Mammosomatotroph Pituitary Neuroendocrine Tumor	C45928
Mammosomatotrope Adenoma	C45928
Mammosomatotroph Adenoma	C45928
Mammosomatotroph Pituitary Gland Adenoma	C45928
Mixed Somatotroph and Lactotroph Adenoma	C45927
Mixed Somatotroph and Lactotroph Pituitary Neuroendocrine Tumor	C45927
Mixed GH-PRL Cell Adenoma	C45927
Mixed Somatotroph-Lactotroph Adenoma	C45927
Mixed Somatolactotrope Adenoma	C45927
Mixed Somatotroph-Lactotroph Pituitary Gland Adenoma	C45927
Mixed Somatotroph and Lactotroph PitNET/Adenoma	C45927
Mixed Somatotroph and Lactotroph Pituitary Neuroendocrine Tumor/Adenoma	C45927
Densely Granulated Somatotroph Pituitary Neuroendocrine Tumor	C45925
Densely Granulated Somatotroph Pituitary Neuroendocrine Tumor/Adenoma	C45925
Densely Granulated Pituitary Gland Somatotroph Adenoma	C45925
Densely Granulated Somatotroph PitNET/Adenoma	C45925
Sparsely Granulated Somatotroph PitNET/Adenoma	C45926
Sparsely Granulated Pituitary Gland Somatotroph Adenoma	C45926
Sparsely Granulated Somatotroph Pituitary Neuroendocrine Tumor	C45926
Sparsely Granulated Somatotroph Pituitary Neuroendocrine Tumor/Adenoma	C45926
LH-Producing Pituitary Neuroendocrine Tumor	C121153
Luteinizing Hormone-Producing Gonadotroph Adenoma	C121153
LH-producing Adenoma	C121153
LH-Producing Pituitary Gland Adenoma	C121153
Luteinizing Hormone-Producing Adenoma	C121153
FSH-producing Adenoma	C121152
Follicle Stimulating Hormone-Producing Gonadotroph Adenoma	C121152
FSH-Producing Pituitary Gland Adenoma	C121152
Follicle Stimulating Hormone-Producing Adenoma	C121152
FSH-Producing Pituitary Neuroendocrine Tumor	C121152
Third Ventricle Germinoma	C156040
Pineal Germinoma	C8712
Pineal Region Germinoma	C8712
germinoma	C8712
Pineal Area Immature Teratoma	C6755
Atypical Pineal Teratoma	C6755
Immature Teratoma of the Pineal Region	C6755
Immature Teratoma of Pineal Region	C6755
Pineal Region Immature Teratoma	C6755
Immature Teratoma of Pineal Area	C6755
Immature Teratoma of the Pineal Area	C6755
Immature Teratoma of the Sellar Region	C155809
Sellar Immature Teratoma	C155809
Pineal Area Immature Teratoma	C6755
Atypical Pineal Teratoma	C6755
Immature Teratoma of the Pineal Region	C6755
Immature Teratoma of Pineal Region	C6755
Pineal Region Immature Teratoma	C6755
Immature Teratoma of Pineal Area	C6755
Immature Teratoma of the Pineal Area	C6755
Childhood Testicular Immature Teratoma	C123835
Stage I Immature Testicular Teratoma AJCC v6 and v7	C8914
Stage I Immature Testicular Teratoma AJCC v7	C8914
Stage I Testicular Immature Teratoma AJCC v6 and v7	C8914
Stage I Immature Testicular Teratoma AJCC v6	C8914
Stage I Immature Testicular Teratoma	C8914
Stage III Immature Testicular Teratoma AJCC v6	C8916
Stage III Immature Testicular Teratoma AJCC v7	C8916
Stage III Testicular Immature Teratoma AJCC v6 and v7	C8916
Stage III Immature Testicular Teratoma	C8916
Stage III Immature Testicular Teratoma AJCC v6 and v7	C8916
Stage II Immature Testicular Teratoma AJCC v7	C8915
Stage II Testicular Immature Teratoma AJCC v6 and v7	C8915
Stage II Immature Testicular Teratoma	C8915
Stage II Immature Testicular Teratoma AJCC v6 and v7	C8915
Stage II Immature Testicular Teratoma AJCC v6	C8915
Pediatric Ovarian Immature Teratoma	C6547
Childhood Ovarian Immature Teratoma	C6547
Childhood Immature Teratoma of Ovary	C6547
Pediatric Immature Teratoma of the Ovary	C6547
Pediatric Immature Teratoma of Ovary	C6547
Childhood Immature Teratoma of the Ovary	C6547
Ovarian Dermoid Cyst with Melanoma	C40001
Ovarian Dermoid Cyst with Secondary Sarcoma	C40009
Ovarian Dermoid Cyst with Secondary Carcinoma	C39997
Ovarian Dermoid Cyst with Secondary Pituitary-Type Tumor	C40006
Ovarian Dermoid Cyst with Secondary Sebaceous Tumor	C40003
Ovarian Dermoid Cyst with Secondary Melanocytic Lesion	C40000
Pineal Germinoma	C8712
Pineal Region Germinoma	C8712
germinoma	C8712
Refractory Acute Myelomonocytic Leukemia	C174512
Refractory Acute Monoblastic and Monocytic Leukemia	C174511
Refractory AL Amyloidosis	C174055
Refractory Mycosis Fungoides and Sezary Syndrome	C148129
Refractory Enteropathy-Associated T-Cell Lymphoma	C8681
Refractory Intestinal T-Cell Lymphoma	C8681
Intestinal T-Cell Lymphoma Refractory	C8681
Refractory Unspecified Peripheral T-Cell Lymphoma	C9339
Refractory Peripheral T-Cell Lymphoma, Not Otherwise Specified	C9339
Refractory Hepatosplenic T-Cell Lymphoma	C153161
Refractory Transformed T-cell Non-Hodgkin Lymphoma	C165791
Refractory Nasal Type Extranodal NK/T-Cell Lymphoma	C8669
Refractory Nasal/Nasal Type T/NK-Cell Lymphoma	C8669
Angiocentric Lymphoma Refractory	C8669
Refractory Angiocentric Lymphoma	C8669
Refractory Nodal Peripheral T-Cell Lymphoma with TFH Phenotype	C168779
Refractory Follicular Helper T-Cell Lymphoma	C168779
Refractory Monomorphic Epitheliotropic Intestinal T-cell Lymphoma	C157694
Refractory NK-Cell Lymphoma, Unclassifiable	C157690
Recurrent Nasal Type Extranodal NK/T-Cell Lymphoma	C5026
Relapsed Angiocentric Lymphoma	C5026
Recurrent Angiocentric Lymphoma	C5026
Relapsed Nasal Type NK/T-Cell Lymphoma	C5026
Recurrent NK-Cell Lymphoma, Unclassifiable	C157689
Recurrent Mycosis Fungoides and Sézary Syndrome	C115439
Recurrent Mycosis Fungoides and Sezary Syndrome	C115439
Recurrent Peripheral T-Cell Lymphoma, Not Otherwise Specified	C154333
Recurrent Enteropathy-Associated T-Cell Lymphoma	C8680
Recurrent Intestinal T-Cell Lymphoma	C8680
Relapsed Intestinal T-Cell Lymphoma	C8680
Recurrent Nodal Peripheral T-Cell Lymphoma with TFH Phenotype	C168778
Recurrent Follicular Helper T-Cell Lymphoma	C168778
Recurrent Monomorphic Epitheliotropic Intestinal T-cell Lymphoma	C150132
Recurrent Transformed T-cell Non-Hodgkin Lymphoma	C165789
Primary Cutaneous Plasmablastic Lymphoma	C45216
Primary Cutaneous T-Cell/Histiocyte Rich Lymphoma	C45215
Primary Cutaneous T-Cell/Histiocyte-Rich Large B-Cell Lymphoma	C45215
Primary Cutaneous Intravascular Large B-Cell Lymphoma	C45214
IgG Positive Primary Cutaneous Marginal Zone Lymphoproliferative Disorder	C199458
IgG-Positive Primary Cutaneous Marginal Zone Lymphoproliferative Disorder	C199458
Pagetoid Reticulosis	C35794
Pagetoid reticulosis	C35794
Granulomatous Slack Skin Disease	C35464
Mycosis Fungoides-Associated Follicular Mucinosis	C35685
Follicular Mycosis Fungoides	C35685
Folliculotropic Mycosis Fungoides	C35685
Refractory Mycosis Fungoides	C8687
Mycosis Fungoides Refractory	C8687
Mycosis Fungoides Recurrent	C8686
Mycosis Fungoides Relapsed	C8686
Relapsed Mycosis Fungoides	C8686
Recurrent Mycosis Fungoides	C8686
Mycosis Fungoides by AJCC v7 Stage	C141143
Refractory Primary Cutaneous CD8-Positive Aggressive Epidermotropic Cytotoxic T-Cell Lymphoma	C191824
Recurrent Primary Cutaneous CD8-Positive Aggressive Epidermotropic Cytotoxic T-Cell Lymphoma	C191823
Recurrent Subcutaneous Panniculitis-Like T-Cell Lymphoma	C157695
Refractory Subcutaneous Panniculitis-Like T-Cell Lymphoma	C157696
Recurrent Primary Cutaneous Gamma-Delta T-Cell Lymphoma	C191818
Refractory Primary Cutaneous Gamma-Delta T-Cell Lymphoma	C191820
Mu Heavy Chain Disease	C3892
Mu heavy chain disease	C3892
Gamma Heavy Chain Disease	C3083
Gamma heavy chain disease	C3083
Franklin's Disease	C3083
Franklin disease	C3083
Franklin Disease	C3083
Plasma Cell Neoplasm with Associated Paraneoplastic Syndrome	C200738
IgM Monoclonal Gammopathy of Undetermined Significance	C150566
IgM MGUS	C150566
Non-IgM Monoclonal Gammopathy of Undetermined Significance	C150588
Non-IgM MGUS	C150588
High Count Monoclonal B-Cell Lymphocytosis	C199373
Monoclonal B-Cell Lymphocytosis, Chronic Lymphocytic Leukemia Type	C199373
Low Count Monoclonal B-Cell Lymphocytosis	C199374
Monoclonal B-Cell Lymphocytosis, Non-Chronic Lymphocytic Leukemia Type	C199374
Bence Jones Myeloma	C7727
Light Chain Gammopathy	C7727
Light Chain Deposition Disease	C7727
Light Chain Disease	C7727
Primary amyloidosis	C3819
Primary Amyloidosis	C3819
Light and Heavy Chain Deposition Disease	C158965
LHCDD	C158965
Heavy Chain Deposition Disease	C7339
HCDD	C7339
Metastatic Small Cell Neuroendocrine Prostate Cancer	C157764
Metastatic Small Cell Prostate Cancer	C157764
Metastatic Prostate Small Cell Neuroendocrine Carcinoma	C157764
Metastatic Prostate Small Cell Carcinoma	C157764
Locally Advanced Prostate Neuroendocrine Carcinoma	C158914
Recurrent Prostate Small Cell Neuroendocrine Carcinoma	C191859
Metastatic Small Cell Neuroendocrine Prostate Cancer	C157764
Metastatic Small Cell Prostate Cancer	C157764
Metastatic Prostate Small Cell Neuroendocrine Carcinoma	C157764
Metastatic Prostate Small Cell Carcinoma	C157764
Unresectable Prostate Small Cell Neuroendocrine Carcinoma	C191856
Refractory Prostate Small Cell Neuroendocrine Carcinoma	C191862
Metastatic Midgut Neuroendocrine Tumor G1	C200495
Metastatic Midgut NET G1	C200495
Small Intestinal Gangliocytic Neuroendocrine Tumor	C96073
Small Intestinal Mixed Ganglioneuroma-Neuroendocrine Neoplasm	C96073
Small Intestinal Composite Gangliocytoma/Neuroma and Neuroendocrine Tumor	C96073
Small Intestinal Gangliocytic Paraganglioma	C96073
Benign Adrenal Gland Composite Pheochromocytoma	C92181
PHEOCHROMOCYTOMA, COMPLEX, BENIGN	C92181
Non-Metastatic Adrenal Gland Composite Pheochromocytoma	C92181
Benign Adrenal Gland Composite Pheochromocytoma	C92181
PHEOCHROMOCYTOMA, COMPLEX, BENIGN	C92181
Non-Metastatic Adrenal Gland Composite Pheochromocytoma	C92181
Ampulla of Vater Gangliocytic Paraganglioma	C95989
Gangliocytic Paraganglioma of the Ampullary Region	C95989
Paraganglioma of Aortic Body	C4218
Tumor of the Aortic Body	C4218
Aortic body paraganglioma	C4218
Paraganglioma of the Aortic Body	C4218
Neoplasm of Aortic Body	C4218
Aortic body tumor	C4218
Aortic Body Paraganglioma	C4218
Aorticopulmonary Paraganglioma	C4218
Neoplasm of the Aortic Body	C4218
Aortic Body Tumor	C4218
Aortic Body Neoplasm	C4218
Aorticopulmonary paraganglioma	C4218
Tumor of Aortic Body	C4218
Stage I Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8	C141129
Stage III Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8	C141131
Stage II Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8	C141130
Stage IV Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8	C141132
Regional Adrenal Gland Chromaffin Tumor	C8045
