code,pref_name
C172812,Pancreatic Undifferentiated Carcinoma with Rhabdoid Cells
C177680,Sigmoid Colon Carcinoma
C178686,Refractory Primary Peritoneal High Grade Serous Adenocarcinoma
C175216,Recurrent Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma
C175363,Advanced Rectal Adenocarcinoma
C185070,Advanced Hilar Cholangiocarcinoma
C156722,Recurrent Acute Monoblastic and Monocytic Leukemia
C157684,Refractory Plasmablastic Lymphoma
C157343,Monoclonal Gammopathy of Renal Significance
C157350,Borderline Resectable Pancreatic Ductal Adenocarcinoma
C148244,Recurrent Grade 3a Follicular Lymphoma
C150396,Fibrin-Associated Diffuse Large B-Cell Lymphoma
C159562,Advanced Clear Cell Renal Cell Carcinoma
C159247,Penile Carcinoma Cuniculatum
C162152,Advanced Colon Adenocarcinoma
C162271,Locally Advanced Unresectable Colon Adenocarcinoma
C162775,Acute Myeloid Leukemia with Trisomy 8
C162776,B Acute Lymphoblastic Leukemia with t(4;11)(q21;23.3); KMT2A-AFF1
C162761,Advanced Papillary Renal Cell Carcinoma
C128093,FIGO Stage IIIC Ovarian Cancer
C134672,Stage III Gallbladder Cancer AJCC v8
C134764,Stage IV Intrahepatic Cholangiocarcinoma AJCC v8
C134618,Stage IIIB Intrahepatic Bile Duct Cancer AJCC v8
C134187,Stage IIA Colorectal Cancer AJCC v8
C134190,Stage IIC Colorectal Cancer AJCC v8
C134198,Stage IVC Colorectal Cancer AJCC v8
C134287,Stage IV Colon Cancer AJCC v8
C133565,Pathologic Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8
C133424,Pathologic Stage IV Esophageal Adenocarcinoma AJCC v8
C133433,Postneoadjuvant Therapy Stage I Esophageal Adenocarcinoma AJCC v8
C133900,Stage IIIA Small Intestinal Adenocarcinoma AJCC v8
C134521,Stage IIIA Hepatocellular Carcinoma AJCC v8
C134525,Stage IVB Hepatocellular Carcinoma AJCC v8
C133585,Postneoadjuvant Therapy Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8
C133451,Clinical Stage IV Esophageal Squamous Cell Carcinoma AJCC v8
C133456,Postneoadjuvant Therapy Stage III Esophageal Squamous Cell Carcinoma AJCC v8
C134811,Distal Bile Duct Cancer by AJCC v8 Stage
C138018,Refractory Extranodal Diffuse Large B-cell Lymphoma
C139975,Stage IIIB Ovarian Cancer AJCC v8
C139011,"Follicular Helper T-Cell Lymphoma, Not Otherwise Specified"
C139969,Stage IIA Ovarian Cancer AJCC v8
C141355,Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v8
C141142,Mycosis Fungoides and Sezary Syndrome by AJCC v7 Stage
C141160,Lugano Classification Stage I Adult Non-Hodgkin Lymphoma AJCC v8
C141161,Lugano Classification Stage IE Adult Non-Hodgkin Lymphoma AJCC v8
C141174,Lugano Classification Stage II Bulky Hodgkin Lymphoma AJCC v8
C141186,Lugano Classification Stage III Childhood Hodgkin Lymphoma AJCC v8
C141194,Lugano Classification Stage IIE Adult Hodgkin Lymphoma AJCC v8
C187244,Locally Advanced Extrahepatic Bile Duct Carcinoma
C188790,Recurrent ALK-Positive Large B-Cell Lymphoma
C198098,"Stage III Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C198100,"Stage IV Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C198426,Stage IIB Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C198430,Stage IIIB Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C36056,Acute Myeloid Leukemia with t(11;17)(q23;q21); ZBTB16-RARA
C198962,Acute Myeloid Leukemia with i(17q)
C198963,Acute Myeloid Leukemia with del(17p)
C198887,Acute Myeloid Leukemia with SRSF2 Mutation
C198891,Acute Myeloid Leukemia with In-Frame bZIP CEBPA Mutation
C38160,AIDS-Related Plasmablastic Lymphoma of Mucosa Site
C37872,Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)
C39825,Invasive Bladder Sarcomatoid Urothelial Carcinoma with Heterologous Elements
C40010,Ovarian Dermoid Cyst with Leiomyosarcoma
C40011,Ovarian Dermoid Cyst with Angiosarcoma
C42779,Acute Myelomonocytic Leukemia without Abnormal Eosinophils
C43346,Ductal Eccrine Carcinoma with Spindle Cell Elements
C43354,Porocarcinoma In Situ
C201878,Tongue Verrucous Carcinoma
C198432,Stage IIIC Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C27465,Colon Burkitt Lymphoma
C27480,Classic Rhabdomyoma
C7971,Childhood Acute Basophilic Leukemia
C8080,Ann Arbor Stage I Adult Burkitt Lymphoma
C8075,Stage I Adult Diffuse Small Cleaved Cell Lymphoma
C8142,Ann Arbor Stage IV Grade 1 Follicular Lymphoma
C6916,Anaplastic Lymphoma
C68699,Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1
C5000,Stage III High Grade Burkitt-Like Lymphoma
C5002,Stage I High Grade Burkitt-Like Lymphoma
C7305,Splenic Lymphoplasmacytic Lymphoma
C5068,Ann Arbor Stage II Subdiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
C5073,Ann Arbor Stage I Subdiaphragmatic Nodular Lymphocyte Predominant B-Cell Lymphoma
C5654,Stage IIB Lung Non-Small Cell Carcinoma AJCC v7
C5737,Stage I Gallbladder Cancer AJCC v6
C5867,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7
C5934,Submandibular Gland Acinic Cell Carcinoma
C8307,Stage III Childhood Large Cell Lymphoma
C8309,Recurrent Childhood Large Cell Lymphoma
C8304,Childhood Acute Myeloid Leukemia with Minimal Differentiation
C8305,Stage I Childhood Large Cell Lymphoma
C6674,Stage IA Lung Small Cell Carcinoma AJCC v7
C6687,Stage IA Lung Squamous Cell Carcinoma AJCC v7
C6737,Stage IIB Esophageal Squamous Cell Carcinoma AJCC v7
C6731,Stage IIA Esophageal Adenocarcinoma AJCC v7
C8473,Ann Arbor Stage II Contiguous Mantle Cell Lymphoma
C8480,Stage II Non-Contiguous Adult Diffuse Large Cell Lymphoma
C8676,"Recurrent Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type"
C8867,Ann Arbor Stage IV Nodal Marginal Zone Lymphoma
C88044,Stage IIIC Hepatocellular Carcinoma AJCC v7
C8760,Stage II Lung Adenocarcinoma AJCC v7
C8761,Stage III Lung Adenocarcinoma AJCC v7
C87786,Stage IIIC Esophageal Adenocarcinoma AJCC v7
C87787,Stage IIIA Esophageal Squamous Cell Carcinoma AJCC v7
C87791,Stage IIA Small Intestinal Cancer AJCC v7
C90216,Stage I Gallbladder Cancer AJCC v7
C90217,Stage II Gallbladder Cancer AJCC v7
C90219,Stage IV Gallbladder Cancer AJCC v7
C94780,Stage IIIB Adult Liver Cancer AJCC v7
C96504,Colon Diffuse Large B-Cell Lymphoma
C115090,Stage IVA Oropharyngeal Undifferentiated Carcinoma AJCC v7
C115091,Stage IVB Oropharyngeal Undifferentiated Carcinoma AJCC v7
C129272,"Gemistocytic Astrocytoma, IDH-Mutant"
C129783,Acute Myeloid Leukemia with Monoallelic CEBPA Mutation
C134517,Stage IA Hepatocellular Carcinoma AJCC v8
C134518,Stage IB Hepatocellular Carcinoma AJCC v8
C134756,Stage 0 Intrahepatic Cholangiocarcinoma AJCC v8
C134761,Stage III Intrahepatic Cholangiocarcinoma AJCC v8
C133898,Stage IIB Small Intestinal Adenocarcinoma AJCC v8
C134611,Stage IA Intrahepatic Bile Duct Cancer AJCC v8
C134196,Stage IVA Colorectal Cancer AJCC v8
C134522,Stage IIIB Hepatocellular Carcinoma AJCC v8
C134675,Stage IV Gallbladder Cancer AJCC v8
C139967,Stage IC Ovarian Cancer AJCC v8
C139965,Stage IA Ovarian Cancer AJCC v8
C139966,Stage IB Ovarian Cancer AJCC v8
C138025,Recurrent Intravascular Large B-Cell Lymphoma
C141357,Stage IVA1 Mycosis Fungoides and Sezary Syndrome AJCC v8
C141359,Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8
C141198,Lugano Classification Stage IV Adult Hodgkin Lymphoma AJCC v8
C141445,Recurrent Acute Biphenotypic Leukemia
C141166,Lugano Classification Stage III Adult Non-Hodgkin Lymphoma AJCC v8
C141187,Lugano Classification Stage IV Childhood Hodgkin Lymphoma AJCC v8
C128092,FIGO Stage IIIB Ovarian Cancer
C127840,Recurrent Waldenstrom Macroglobulinemia
C133435,Postneoadjuvant Therapy Stage III Esophageal Adenocarcinoma AJCC v8
C133532,Pathologic Stage II Esophageal Squamous Cell Carcinoma AJCC v8
C133459,Postneoadjuvant Therapy Stage IV Esophageal Squamous Cell Carcinoma AJCC v8
C133556,Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8
C133557,Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8
C133403,Clinical Stage I Esophageal Adenocarcinoma AJCC v8
C133414,Pathologic Stage I Esophageal Adenocarcinoma AJCC v8
C133448,Clinical Stage I Esophageal Squamous Cell Carcinoma AJCC v8
C133450,Clinical Stage III Esophageal Squamous Cell Carcinoma AJCC v8
C180530,Refractory Non-Muscle Invasive Bladder Urothelial Carcinoma
C183140,Recurrent Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation
C185369,"Diffuse Midline Glioma, EGFR-Mutant"
C188791,Refractory ALK-Positive Large B-Cell Lymphoma
C190415,Locally Advanced Colon Adenocarcinoma
C158963,AL Amyloidosis
C165241,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
C156038,Hypothalamic-Chiasmatic Pilomyxoid Astrocytoma
C170809,Advanced Endometrial Serous Adenocarcinoma
C170462,Locally Advanced Gallbladder Carcinoma
C173683,Refractory Acute Biphenotypic Leukemia
C178687,Refractory Primary Peritoneal Low Grade Serous Adenocarcinoma
C198827,Acute Myeloid Leukemia with STAT3-RARA
C198839,Acute Myeloid Leukemia with FIP1L1-RARA
C198841,Acute Myeloid Leukemia with BCOR-RARA
C198082,"Stage y-II Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, International Society of Pediatric Oncology (SIOP) Protocol"
C198083,"Stage y-III Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, International Society of Pediatric Oncology (SIOP) Protocol"
C198084,"Stage IV Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, International Society of Pediatric Oncology (SIOP) Protocol"
C198096,"Stage I Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C198421,Stage IB Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C198425,Stage IIA Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C198476,Localized Childhood Medulloblastoma by Toronto Guidelines v2
C38377,Acute Myeloid Leukemia with STAT5B-RARA
C27757,Microgranular Acute Promyelocytic Leukemia
C4594,Cecum Carcinoma In Situ
C198964,Acute Myeloid Leukemia with del(20q)
C198965,Acute Myeloid Leukemia with Complex Karyotype
C199211,B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1 with Multilineage Involvement
C198831,Acute Myeloid Leukemia with t(1;17)(q42.3;q21.2); IRF2BP2-RARA
C198834,Acute Myeloid Leukemia with TBL1XR1-RARA
C8691,Ann Arbor Stage II Mature T- and NK-Cell Lymphoma
C8673,Ann Arbor Stage II Nasal Type NK/T-Cell Lymphoma
C8674,Ann Arbor Stage III Nasal Type NK/T-Cell Lymphoma
C8675,Ann Arbor Stage IV Nasal Type NK/T-Cell Lymphoma
C9018,Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11
C9019,Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11
C8929,Ann Arbor Stage II Centroblastic Lymphoma
C89992,Stage II Rectosigmoid Cancer AJCC v7
C89999,Stage IV Colon Cancer AJCC v7
C90019,Stage IV Rectosigmoid Cancer AJCC v7
C88053,Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7
C8749,Stage I Lung Adenosquamous Carcinoma AJCC v7
C87780,Stage IA Esophageal Squamous Cell Carcinoma AJCC v7
C87781,Stage IB Esophageal Squamous Cell Carcinoma AJCC v7
C87793,Stage IIIA Small Intestinal Cancer AJCC v7
C87817,Stage IIIB Colorectal Cancer AJCC v7
C87820,Stage IVB Colorectal Cancer AJCC v7
C8690,Ann Arbor Stage I Mature T- and NK-Cell Lymphoma
C8692,Ann Arbor Stage III Mature T- and NK-Cell Lymphoma
C8865,Ann Arbor Stage II Nodal Marginal Zone Lymphoma
C9158,Childhood Acute Myeloid Leukemia without Maturation
C9155,Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA
C9156,Adult Acute Monoblastic Leukemia
C9103,Stage IIIB Lung Non-Small Cell Cancer AJCC v7
C5225,Stage IIC Ovarian Cancer AJCC v6 and v7
C6677,Stage IIA Lung Small Cell Carcinoma AJCC v7
C6691,Stage IIB Lung Squamous Cell Carcinoma AJCC v7
C6662,Stage IB Lung Large Cell Carcinoma AJCC v7
C6663,Stage IIB Lung Large Cell Carcinoma AJCC v7
C6738,Stage IIA Esophageal Squamous Cell Carcinoma AJCC v7
C68698,Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11
C82593,Refractory Neutropenia
C82594,Refractory Thrombocytopenia
C8299,Primary Systemic Amyloidosis
C8306,Stage II Childhood Large Cell Lymphoma
C7940,Childhood Acute Monoblastic and Monocytic Leukemia
C8150,Ann Arbor Stage IV Adult Immunoblastic Lymphoma
C8176,Lower Gingival Verrucous Carcinoma
C8120,Stage II Adult Diffuse Small Cleaved Cell Lymphoma
C8130,Ann Arbor Stage III Grade 2 Follicular Lymphoma
C8071,Ann Arbor Stage I Grade 1 Follicular Lymphoma
C8479,Ann Arbor Stage II Non-Contiguous Aggressive Adult Non-Hodgkin Lymphoma
C37876,Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)
C3993,Stage II Colon Cancer AJCC v6
C39802,Renal Cell Carcinoma Associated with inv(X)(p11;q12)
C5521,Cecum Non-Hodgkin Lymphoma
C5868,Stage IVA Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7
C70588,Recurrent Adult Diffuse Small Cleaved Cell Lymphoma
C7270,Minimally Invasive Lung Mixed Non-Mucinous and Mucinous Adenocarcinoma
C5069,Ann Arbor Stage II Supradiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
C5076,Ann Arbor Stage I Supradiaphragmatic Mixed Cellularity Classic Hodgkin Lymphoma
C5085,Ann Arbor Stage I Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
C5004,Recurrent High Grade Burkitt-Like Lymphoma
C5080,Ann Arbor Stage I Supradiaphragmatic Nodular Sclerosis Classic Hodgkin Lymphoma
C4998,Recurrent Nodal Marginal Zone Lymphoma
C4518,Intravenous Leiomyomatosis
C5652,Stage IA Lung Non-Small Cell Carcinoma AJCC v7
C5653,Stage IB Lung Non-Small Cell Carcinoma AJCC v7
C5655,Stage IIA Lung Non-Small Cell Carcinoma AJCC v7
C5765,Stage IVB Hepatocellular Carcinoma AJCC v7
C129309,"Diffuse Midline Glioma, H3 K27M-Mutant"
C128087,FIGO Stage IIIA Ovarian Cancer
C132111,Childhood Acute Megakaryoblastic Leukemia with NUP98-KDM5A
C133897,Stage IIA Small Intestinal Adenocarcinoma AJCC v8
C133901,Stage IIIB Small Intestinal Adenocarcinoma AJCC v8
C134612,Stage IB Intrahepatic Bile Duct Cancer AJCC v8
C134616,Stage IIIA Intrahepatic Bile Duct Cancer AJCC v8
C134194,Stage IIIC Colorectal Cancer AJCC v8
C134273,Stage I Colon Cancer AJCC v8
C134524,Stage IVA Hepatocellular Carcinoma AJCC v8
C133539,Pathologic Stage IV Esophageal Squamous Cell Carcinoma AJCC v8
C133553,Clinical Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8
C133584,Postneoadjuvant Therapy Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8
C133454,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8
C134743,Hilar Cholangiocarcinoma by AJCC v8 Stage
C134757,Stage I Intrahepatic Cholangiocarcinoma AJCC v8
C134760,Stage II Intrahepatic Cholangiocarcinoma AJCC v8
C134810,Distal Bile Duct Cancer by AJCC v7 Stage
C133408,Clinical Stage IV Esophageal Adenocarcinoma AJCC v8
C133418,Pathologic Stage II Esophageal Adenocarcinoma AJCC v8
C133421,Pathologic Stage III Esophageal Adenocarcinoma AJCC v8
C133438,Postneoadjuvant Therapy Stage IV Esophageal Adenocarcinoma AJCC v8
C134193,Stage IIIB Colorectal Cancer AJCC v8
C134274,Stage II Colon Cancer AJCC v8
C138195,High Grade B-Cell Lymphoma with MYC and BCL2 and/or BCL6 Rearrangements
C139970,Stage IIB Ovarian Cancer AJCC v8
C139972,Stage IIIA Ovarian Cancer AJCC v8
C141349,Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v8
C141351,Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v8
C141352,Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8
C141197,Lugano Classification Stage III Adult Hodgkin Lymphoma AJCC v8
C141154,Lugano Classification Stage II Bulky Adult Lymphoma AJCC v8
C141162,Lugano Classification Stage II Adult Non-Hodgkin Lymphoma AJCC v8
C141163,Lugano Classification Stage IIE Adult Non-Hodgkin Lymphoma AJCC v8
C141180,Lugano Classification Stage I Childhood Hodgkin Lymphoma AJCC v8
C141181,Lugano Classification Stage IE Childhood Hodgkin Lymphoma AJCC v8
C148392,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified Molecular Subtypes"
C151992,"Mixed Phenotype Acute Leukemia, B/T"
C151993,Locally Advanced Pancreatic Ductal Adenocarcinoma
C157683,Recurrent Plasmablastic Lymphoma
C155951,Chromophobe Renal Cell Carcinoma Associated with Birt-Hogg-Dube Syndrome
C156454,Recurrent Primary Peritoneal Low Grade Serous Adenocarcinoma
C160229,Recurrent High Grade B-Cell Lymphoma
C160233,Refractory High Grade B-Cell Lymphoma
C115092,Stage IVC Oropharyngeal Undifferentiated Carcinoma AJCC v7
C165240,"Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
C164214,Advanced Pancreatic Ductal Adenocarcinoma
C168781,"Refractory Follicular Helper T-Cell Lymphoma, Follicular-Type"
C172315,Refractory Grade 3a Follicular Lymphoma
C172323,Recurrent Grade 3b Follicular Lymphoma
C172222,"Locally Advanced Renal Cell Carcinoma, Not Otherwise Specified"
C175503,Metastatic Distal Bile Duct Carcinoma
C193407,Recurrent Acute Myeloid Leukemia with KMT2A Rearrangement
C185072,Advanced Extrahepatic Bile Duct Carcinoma
C185195,"Diffuse Astrocytoma, MYB-Altered"
C186453,Metastatic Primary Peritoneal High Grade Serous Adenocarcinoma
C178677,Refractory Ovarian High Grade Serous Adenocarcinoma
C179677,Locally Advanced Chromophobe Renal Cell Carcinoma
C198081,"Stage y-I Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, International Society of Pediatric Oncology (SIOP) Protocol"
C198087,"Localized Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C198097,"Stage II Childhood Malignant Kidney Neoplasm Excluding Renal Cell Carcinoma by Toronto Guidelines v2, Children's Oncology Group (COG) Protocol"
C198423,Stage IS Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C198427,Stage IIC Childhood Testicular Germ Cell Tumor by Toronto Guidelines v2
C199382,"IgM Monoclonal Gammopathy of Undetermined Significance, Plasma Cell Type"
C199384,"IgM Monoclonal Gammopathy of Undetermined Significance, Not Otherwise Specified"
C198959,Acute Myeloid Leukemia with del(5q)
C198961,Acute Myeloid Leukemia with del(12p)
C198885,Acute Myeloid Leukemia with EZH2 Mutation
C198890,Acute Myeloid Leukemia with ZRSR2 Mutation
C199482,Mantle Cell Lymphoma with CCND2 Rearrangement
C27411,Colon Mantle Cell Lymphoma
C27756,Typical Acute Promyelocytic Leukemia
C2872,Refractory Anemia
C27889,Eosinophilic Variant of Chromophobe Renal Cell Carcinoma
C37209,High Grade B-Cell Lymphoma with Blastoid Morphologic Features
C37874,Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)
C200074,Peripheral T-Cell Lymphoma-TBX21
C203270,"Unresectable Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
C200502,"Mixed Phenotype Acute Leukemia, T/Megakaryocytic"
C202128,Transformed EGFR-Positive Lung Adenocarcinoma to Squamous Cell Carcinoma
C183142,Refractory Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation
C36058,Acute Myeloid Leukemia with t(11;17)(q13;q21); NUMA1-RARA
C40002,Ovarian Dermoid Cyst with Melanocytic Nevus
C40007,Ovarian Dermoid Cyst with Corticotropin Secreting Adenoma
C39998,Ovarian Dermoid Cyst with Squamous Cell Carcinoma
C39826,Invasive Bladder Sarcomatoid Urothelial Carcinoma without Heterologous Elements
C39847,Bladder Tubulo-Cystic Clear Cell Adenocarcinoma
C5224,Stage IIB Ovarian Cancer AJCC v6 and v7
C43347,Squamoid Eccrine Ductal Carcinoma
C5762,Stage IIIB Hepatocellular Carcinoma AJCC v7
C5761,Stage IIIA Hepatocellular Carcinoma AJCC v7
C5739,Stage III Gallbladder Cancer AJCC v6
C4997,Refractory Nodal Marginal Zone Lymphoma
C4999,Stage IV High Grade Burkitt-Like Lymphoma
C5001,Stage II High Grade Burkitt-Like Lymphoma
C5003,Refractory High Grade Burkitt-Like Lymphoma
C5016,Stage I Rectosigmoid Cancer AJCC v6 and v7
C5071,Ann Arbor Stage II Subdiaphragmatic Nodular Lymphocyte Predominant B-Cell Lymphoma
C5075,Ann Arbor Stage I Subdiaphragmatic Mixed Cellularity Classic Hodgkin Lymphoma
C5078,Ann Arbor Stage II Subdiaphragmatic Mixed Cellularity Classic Hodgkin Lymphoma
C5086,Ann Arbor Stage II Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
C5087,Ann Arbor Stage III Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
C5083,Ann Arbor Stage II Supradiaphragmatic Nodular Sclerosis Classic Hodgkin Lymphoma
C5933,Parotid Gland Acinic Cell Carcinoma
C6676,Stage IIB Lung Small Cell Carcinoma AJCC v7
C6732,Stage IIB Esophageal Adenocarcinoma AJCC v7
C7171,Acute Monoblastic Leukemia
C7268,Minimally Invasive Lung Mucinous Adenocarcinoma
C7269,Minimally Invasive Lung Non-Mucinous Adenocarcinoma
C6259,Stage IIIB Ovarian Cancer AJCC v6 and v7
C6260,Stage IIIC Ovarian Cancer AJCC v6 and v7
C6518,Intermediate Rhabdomyoma
C80375,"Follicular Helper T-Cell Lymphoma, Follicular-Type"
C80291,"High Grade B-Cell Lymphoma, Not Otherwise Specified"
C8263,Adult Acute Monocytic Leukemia
C82403,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A
C7871,Adult Diffuse Mixed Cell Lymphoma
