Code	Preferred Term
C27547	Fibrosarcomatous Dermatofibrosarcoma Protuberans
C201129	Angiofibroma of Nose
C177323	Angiofibroma of Soft Tissue
C27257	Cellular Angiofibroma
C27256	Giant Cell Angiofibroma
C185221	Diffuse Low Grade Glioma, BRAF p.V600E-Mutant
C185219	Diffuse Low Grade Glioma, FGFR1 Tyrosine Kinase Domain-Duplicated
C185220	Diffuse Low Grade Glioma, FGFR1-Mutant
C203284	Unresectable Oligodendroglioma
C129319	Oligodendroglioma, Not Otherwise Specified
C129318	Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted
C9377	Brain Oligodendroglioma
C185468	Diffuse Pediatric-Type High Grade Glioma RTK2
C185470	Diffuse Pediatric-Type High Grade Glioma MYCN
C185469	Diffuse Pediatric-Type High Grade Glioma RTK1
C129277	Diffuse Astrocytoma, Not Otherwise Specified
C4320	Protoplasmic Astrocytoma
C4322	Fibrillary Astrocytoma
C4321	Gemistocytic Astrocytoma
C129274	Diffuse Astrocytoma, IDH-Wildtype
C7174	Adult Diffuse Astrocytoma
C129271	Astrocytoma, IDH-Mutant, Grade 2
C188927	Adult Diffuse Hemispheric Glioma, H3 G34-Mutant
C182436	Diffuse Non-Pontine Midline Glioma
C185368	Diffuse Midline Glioma, H3 K27-Altered
C4714	Clear Cell Ependymoma
C6903	Tanycytic Ependymoma
C4713	Cellular Ependymoma
C156462	Brain Ependymoma
C4319	Papillary Ependymoma
C92552	Angiocentric Glioma
C3696	Subependymal Giant Cell Astrocytoma
C4047	Pilocytic Astrocytoma
C4323	Pleomorphic Xanthoastrocytoma
C201975	Brain Pilocytic Astrocytoma
C156041	Supratentorial Pleomorphic Xanthoastrocytoma
C203283	Unresectable Pilocytic Astrocytoma
C203269	Unresectable Astrocytoma, IDH-Mutant
C92550	Glioneuronal Tumor with Neuropil-Like Islands
C185184	Astrocytoma, IDH-Wildtype
C185185	Astrocytoma, Not Otherwise Specified
C185167	Astrocytoma, IDH-Mutant
C40315	Pilomyxoid Astrocytoma
C188925	Adult Diffuse Intrinsic Pontine Glioma
C201976	Spinal Cord Pilocytic Astrocytoma
C40198	Cervical Squamous Intraepithelial Neoplasia 2
C7665	Grade II Penile Intraepithelial Neoplasia
C40199	Cervical Squamous Intraepithelial Neoplasia 1
C39963	Penile Bowenoid Papulosis
C162546	Warty-Basaloid Penile Intraepithelial Neoplasia
C162542	Basaloid (Undifferentiated) Penile Intraepithelial Neoplasia
C162543	Warty (Bowenoid) Penile Intraepithelial Neoplasia
C112012	Masaoka Stage IVb
C112011	Masaoka Stage IVa
C112009	Masaoka-Koga Stage IIb
C112008	Masaoka-Koga Stage IIa
C136356	Stage IVB Thymoma AJCC v8
C136354	Stage IVA Thymoma AJCC v8
C136352	Stage IIIB Thymoma AJCC v8
C136351	Stage IIIA Thymoma AJCC v8
C87158	Stage IIIB Gestational Trophoblastic Tumor AJCC v7
C87157	Stage IIIA Gestational Trophoblastic Tumor AJCC v7
C87160	Stage IVA Gestational Trophoblastic Tumor AJCC v7
C87161	Stage IVB Gestational Trophoblastic Tumor AJCC v7
C87155	Stage IIB Gestational Trophoblastic Tumor AJCC v7
C87154	Stage IIA Gestational Trophoblastic Tumor AJCC v7
C87152	Stage IB Gestational Trophoblastic Tumor AJCC v7
C87151	Stage IA Gestational Trophoblastic Tumor AJCC v7
C40439	Ovarian Small Cell Carcinoma, Hypercalcemic Type
C7829	Stage I Ovarian Cancer AJCC v6 and v7
C128082	FIGO Stage IC1 Ovarian Cancer
C128094	FIGO Stage IVA Ovarian Cancer
C128083	FIGO Stage IC2 Ovarian Cancer
C128095	FIGO Stage IVB Ovarian Cancer
C128084	FIGO Stage IC3 Ovarian Cancer
C128086	FIGO Stage III Ovarian Cancer
C128085	FIGO Stage II Ovarian Cancer
C7832	Stage IV Ovarian Cancer AJCC v6 and v7
C7830	Stage II Ovarian Cancer AJCC v6 and v7
C7831	Stage III Ovarian Cancer AJCC v6 and v7
C139977	Stage IV Ovarian Cancer AJCC v8
C139964	Stage I Ovarian Cancer AJCC v8
C139968	Stage II Ovarian Cancer AJCC v8
C139971	Stage III Ovarian Cancer AJCC v8
C27882	Bladder Urothelial Dysplasia
C199156	Recurrent Endometrial High Grade Endometrioid Adenocarcinoma
C170810	Advanced Endometrial Endometrioid Adenocarcinoma
C174044	Locally Advanced Endometrial Endometrioid Adenocarcinoma
C199153	Recurrent Low Grade Endometrial Endometrioid Adenocarcinoma
C40146	FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma
C40147	FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma
C170942	Advanced Ovarian Endometrioid Adenocarcinoma
C199168	Recurrent Ovarian High Grade Endometrioid Adenocarcinoma
C199167	Recurrent Low Grade Ovarian Endometrioid Adenocarcinoma
C199162	FIGO Grade 2 Ovarian Endometrioid Adenocarcinoma
C199160	FIGO Grade 1 Ovarian Endometrioid Adenocarcinoma
C7360	Grade II Prostatic Intraepithelial Neoplasia
C39891	High Grade Prostatic Intraepithelial Neoplasia, Small Cell Neuroendocrine Variant
C39887	High Grade Prostatic Intraepithelial Neoplasia, Signet Ring Variant
C39889	High Grade Prostatic Intraepithelial Neoplasia, Foamy Variant
C39890	High Grade Prostatic Intraepithelial Neoplasia, Inverted Variant
C39888	High Grade Prostatic Intraepithelial Neoplasia, Mucinous Variant
C7568	Nodular Hidradenoma
C27527	Tubular Apocrine Adenoma
C154504	Monomorphous Plurihormonal Pituitary Neuroendocrine Tumor
C154505	Plurimorphous Plurihormonal Pituitary Neuroendocrine Tumor
C154342	Crooke Cell Tumor
C154340	Sparsely Granulated Corticotroph Pituitary Neuroendocrine Tumor
C154339	Densely Granulated Corticotroph Pituitary Neuroendocrine Tumor
C45931	Densely Granulated Lactotroph Pituitary Neuroendocrine Tumor
C45932	Sparsely Granulated Lactotroph Pituitary Neuroendocrine Tumor
C45928	Mammosomatotroph Pituitary Neuroendocrine Tumor
C45927	Mixed Somatotroph and Lactotroph Pituitary Neuroendocrine Tumor
C45925	Densely Granulated Somatotroph Pituitary Neuroendocrine Tumor
C45926	Sparsely Granulated Somatotroph Pituitary Neuroendocrine Tumor
C121153	LH-Producing Pituitary Neuroendocrine Tumor
C121152	FSH-Producing Pituitary Neuroendocrine Tumor
C156040	Third Ventricle Germinoma
C8712	Pineal Region Germinoma
C6755	Pineal Region Immature Teratoma
C40001	Ovarian Dermoid Cyst with Melanoma
C40009	Ovarian Dermoid Cyst with Secondary Sarcoma
C39997	Ovarian Dermoid Cyst with Secondary Carcinoma
C40006	Ovarian Dermoid Cyst with Secondary Pituitary-Type Tumor
C40003	Ovarian Dermoid Cyst with Secondary Sebaceous Tumor
C40000	Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
C174512	Refractory Acute Myelomonocytic Leukemia
C174511	Refractory Acute Monoblastic and Monocytic Leukemia
C174055	Refractory AL Amyloidosis
C148129	Refractory Mycosis Fungoides and Sezary Syndrome
C9339	Refractory Peripheral T-Cell Lymphoma, Not Otherwise Specified
C168779	Refractory Nodal Peripheral T-Cell Lymphoma with TFH Phenotype
C157690	Refractory NK-Cell Lymphoma, Unclassifiable
C157689	Recurrent NK-Cell Lymphoma, Unclassifiable
C115439	Recurrent Mycosis Fungoides and Sezary Syndrome
C154333	Recurrent Peripheral T-Cell Lymphoma, Not Otherwise Specified
C168778	Recurrent Nodal Peripheral T-Cell Lymphoma with TFH Phenotype
C45216	Primary Cutaneous Plasmablastic Lymphoma
C45215	Primary Cutaneous T-Cell/Histiocyte-Rich Large B-Cell Lymphoma
C45214	Primary Cutaneous Intravascular Large B-Cell Lymphoma
C199458	IgG-Positive Primary Cutaneous Marginal Zone Lymphoproliferative Disorder
C35794	Pagetoid Reticulosis
C35464	Granulomatous Slack Skin Disease
C35685	Folliculotropic Mycosis Fungoides
C141143	Mycosis Fungoides by AJCC v7 Stage
C3892	Mu Heavy Chain Disease
C3083	Gamma Heavy Chain Disease
C200738	Plasma Cell Neoplasm with Associated Paraneoplastic Syndrome
C150566	IgM Monoclonal Gammopathy of Undetermined Significance
C150588	Non-IgM Monoclonal Gammopathy of Undetermined Significance
C199373	Monoclonal B-Cell Lymphocytosis, Chronic Lymphocytic Leukemia Type
C199374	Monoclonal B-Cell Lymphocytosis, Non-Chronic Lymphocytic Leukemia Type
C7727	Light Chain Deposition Disease
C3819	Primary Amyloidosis
C158965	Light and Heavy Chain Deposition Disease
C7339	Heavy Chain Deposition Disease
C157764	Metastatic Small Cell Neuroendocrine Prostate Cancer
C158914	Locally Advanced Prostate Neuroendocrine Carcinoma
C200495	Metastatic Midgut Neuroendocrine Tumor G1
C96073	Small Intestinal Composite Gangliocytoma/Neuroma and Neuroendocrine Tumor
C92181	Non-Metastatic Adrenal Gland Composite Pheochromocytoma
C4218	Aorticopulmonary Paraganglioma
C141129	Stage I Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8
C141131	Stage III Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8
C141130	Stage II Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8
C141132	Stage IV Adrenal Gland Pheochromocytoma and Sympathetic Paraganglioma AJCC v8
C8045	Regional Adrenal Gland Pheochromocytoma
C38151	Epithelioid Angiomyolipoma
C27545	Classic Type Atypical Fibroxanthoma
C27546	Spindle Cell Type Atypical Fibroxanthoma
C9372	Adult Brain Ependymoma
C5967	Adult Brain Stem Neoplasm
C9376	Adult Brain Oligodendroglioma
C5968	Adult Cerebellar Neoplasm
C41842	Gliomatosis Cerebri Type I
C41843	Gliomatosis Cerebri Type II
C8549	Benign Brain Stem Neoplasm
C8274	Pineal Gland Astrocytoma
C9475	Cerebellar Astrocytoma
C4951	Cerebral Astrocytoma
C5128	Diencephalic Astrocytoma
C5269	Intracerebral Cystic Meningioma
C5302	Lateral Ventricle Meningioma
C4959	Cerebral Convexity Meningioma
C4960	Parasagittal Meningioma
C5300	Cerebellopontine Angle Meningioma
C186448	Posterior Fossa Ependymoma, Not Elsewhere Classified
C186449	Posterior Fossa Ependymoma, Not Otherwise Specified
C188945	Adult Posterior Fossa Ependymoma
C2935	Cerebellar Neoplasm
C4869	Brain Stem Neoplasm
C5125	Diencephalic Neoplasm
C3328	Pineal Region Neoplasm
C4874	Cerebral Neoplasm
C186343	Supratentorial Ependymoma
C5586	Middle Cranial Fossa Meningioma
C5286	Anterior Cranial Fossa Meningioma
C6779	Gasserian Meningioma
C6756	Pineal Region Meningioma
C7538	Anterior Visual Pathway Meningioma
C7532	Recurrent Childhood Optic Nerve Astrocytoma
C158032	Kidney Epithelioid Angiomyolipoma
C179929	Broad Ligament Ependymoma
C3012	Endometrial Neoplasm
C180635	Metastatic Hydatidiform Mole
C39946	Adult Testicular Granulosa Cell Tumor
C6523	Malignant Testicular Sertoli Cell Tumor
C39944	Testicular Large Cell Calcifying Sertoli Cell Tumor
C39942	Malignant Testicular Leydig Cell Tumor
C39952	Testicular Thecoma
C162966	Testicular Signet Ring Stromal Tumor
C39983	Ovarian Leydig Cell Tumor, Non-Hilar Type
C39984	Ovarian Leydig Cell Tumor, Not Otherwise Specified
C4214	Ovarian Hilus Cell Tumor
C4211	Ovarian Sertoli Cell Tumor with Lipid Storage
C66989	Ovarian Thecoma
C4204	Ovarian Sclerosing Stromal Tumor
C39965	Ovarian Signet Ring Stromal Tumor
C121953	Ovarian Microcystic Stromal Tumor
C5219	Benign Ovarian Thecoma
C39977	Ovarian Stromal-Leydig Cell Tumor
C3202	Ovarian Stromal Luteoma
C39979	Ovarian Steroid Cell Tumor, Not Otherwise Specified
C2880	Ovarian Sertoli-Leydig Cell Tumor
C7288	Adult Type Ovarian Granulosa Cell Tumor
C60639	Rectal Small Cell Neuroendocrine Carcinoma
C6761	Colon Small Cell Neuroendocrine Carcinoma
C156688	Advanced Small Intestinal Small Cell Neuroendocrine Carcinoma
C156685	Advanced Gastric Small Cell Neuroendocrine Carcinoma
C156684	Advanced Gastric Large Cell Neuroendocrine Carcinoma
C176697	Rectal Large Cell Neuroendocrine Carcinoma
C170977	Colon Large Cell Neuroendocrine Carcinoma
C156689	Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma
C156683	Advanced Gastric Neuroendocrine Carcinoma
C135049	Stage IV Gastric Neuroendocrine Tumor AJCC v8
C135048	Stage III Gastric Neuroendocrine Tumor AJCC v8
C135046	Stage I Gastric Neuroendocrine Tumor AJCC v8
C135047	Stage II Gastric Neuroendocrine Tumor AJCC v8
C135564	Stage IV Pancreatic Neuroendocrine Tumor AJCC v8
C135562	Stage II Pancreatic Neuroendocrine Tumor AJCC v8
C135563	Stage III Pancreatic Neuroendocrine Tumor AJCC v8
C135561	Stage I Pancreatic Neuroendocrine Tumor AJCC v8
C187341	Locally Advanced Digestive System Neuroendocrine Tumor G2
C200496	Metastatic Midgut Neuroendocrine Tumor G2
C190711	Advanced Digestive System Neuroendocrine Tumor G2
C96067	Small Intestinal Neuroendocrine Tumor G2
C96163	Colorectal Neuroendocrine Tumor G2
C200497	Metastatic Midgut Neuroendocrine Tumor G3
C203252	Advanced Digestive System Neuroendocrine Tumor G3
C192773	Locally Advanced Digestive System Neuroendocrine Tumor G3
C172664	Small Intestinal Neuroendocrine Tumor G3
C172701	Colorectal Neuroendocrine Tumor G3
C187332	Locally Advanced Digestive System Neuroendocrine Tumor G1
C179418	Advanced Digestive System Neuroendocrine Tumor G1
C96160	Colorectal Neuroendocrine Tumor G1
C4638	Small Intestinal Neuroendocrine Tumor G1
C6424	Meckel Diverticulum Neuroendocrine Tumor G1
C135082	Stage I Ampulla of Vater Neuroendocrine Tumor AJCC v8
C135084	Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8
C135083	Stage II Ampulla of Vater Neuroendocrine Tumor AJCC v8
C135085	Stage IV Ampulla of Vater Neuroendocrine Tumor AJCC v8
C135157	Stage I Appendix Neuroendocrine Tumor AJCC v8
C135159	Stage III Appendix Neuroendocrine Tumor AJCC v8
C135160	Stage IV Appendix Neuroendocrine Tumor AJCC v8
C135158	Stage II Appendix Neuroendocrine Tumor AJCC v8
C87811	Stage III Appendix Neuroendocrine Tumor AJCC v7
C87809	Stage I Appendix Neuroendocrine Tumor AJCC v7
C87812	Stage IV Appendix Neuroendocrine Tumor AJCC v7
C87810	Stage II Appendix Neuroendocrine Tumor AJCC v7
C5787	Jejunal Somatostatin-Producing Neuroendocrine Tumor
C27407	Duodenal Somatostatin-Producing Neuroendocrine Tumor
C167330	Locally Advanced Midgut Neuroendocrine Tumor
C5731	Duodenal Gastrin-Producing Neuroendocrine Tumor
C27447	Colon L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor
C27451	Small Intestinal Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
C135213	Rectal Neuroendocrine Tumor
C135212	Colon Neuroendocrine Tumor
C96162	Colorectal Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
C135205	Colorectal Neuroendocrine Tumor by AJCC v8 Stage
C96770	Low Grade Liver Dysplastic Nodule
C96768	High Grade Liver Dysplastic Nodule
C142870	Advanced Bile Duct Carcinoma
C151971	Locally Advanced Bile Duct Carcinoma
C203386	Cecum Neuroendocrine Tumor
C135124	Ileal Neuroendocrine Tumor by AJCC v8 Stage
C172667	Ileal Neuroendocrine Tumor G3
C4935	Ileal Neuroendocrine Tumor G1
C160440	Ileal Neuroendocrine Tumor G2
C160437	Jejunal Neuroendocrine Tumor G2
C6429	Jejunal Neuroendocrine Tumor G1
C172668	Jejunal Neuroendocrine Tumor G3
C135119	Jejunal Neuroendocrine Tumor by AJCC v8 Stage
C135075	Duodenal Neuroendocrine Tumor by AJCC v8 Stage
C6425	Duodenal Neuroendocrine Tumor G1
C160442	Duodenal Neuroendocrine Tumor G2
C172672	Duodenal Neuroendocrine Tumor G3
C121668	Pseudomyogenic Hemangioendothelioma
C203011	Nasal Cavity Neuroendocrine Tumor G2
C203008	Nasal Cavity Neuroendocrine Tumor G1
C203002	Nasal Cavity Small Cell Neuroendocrine Carcinoma
C203005	Nasal Cavity Large Cell Neuroendocrine Carcinoma
C203012	Paranasal Sinus Neuroendocrine Tumor G2
C203009	Paranasal Sinus Neuroendocrine Tumor G1
C203006	Paranasal Sinus Large Cell Neuroendocrine Carcinoma
C203004	Paranasal Sinus Small Cell Neuroendocrine Carcinoma
C46103	Sporadic Thyroid Gland Micromedullary Carcinoma
C168543	Locally Advanced Thyroid Gland Medullary Carcinoma
C163964	Advanced Thyroid Gland Medullary Carcinoma
C141043	Stage I Thyroid Gland Medullary Carcinoma AJCC v8
C141046	Stage IV Thyroid Gland Medullary Carcinoma AJCC v8
C141044	Stage II Thyroid Gland Medullary Carcinoma AJCC v8
C141045	Stage III Thyroid Gland Medullary Carcinoma AJCC v8
C6134	Stage II Thyroid Gland Medullary Carcinoma AJCC v7
C6135	Stage III Thyroid Gland Medullary Carcinoma AJCC v7
C6136	Stage IV Thyroid Gland Medullary Carcinoma AJCC v7
C6133	Stage I Thyroid Gland Medullary Carcinoma AJCC v7
C45921	Anterior Pituitary Gland Neoplasm
C6776	Suprasellar Meningioma
C155778	Intrasellar Meningioma
C5282	Posterior Foramen Magnum Meningioma
C5281	Anterior Foramen Magnum Meningioma
C5288	Lower Clivus Meningioma
C5290	Upper Clivus Meningioma
C4404	Benign Soft Palate Neoplasm
C6843	Ethmoid Sinus Inverted Papilloma
C6841	Sphenoid Sinus Inverted Papilloma
C6840	Maxillary Sinus Inverted Papilloma
C6842	Frontal Sinus Inverted Papilloma
C140417	Stage 0a Bladder Cancer AJCC v8
C140977	Stage I Thyroid Gland Papillary Carcinoma AJCC v8
C140984	Stage IV Thyroid Gland Papillary Carcinoma AJCC v8
C140983	Stage III Thyroid Gland Papillary Carcinoma AJCC v8
C140980	Stage II Thyroid Gland Papillary Carcinoma AJCC v8
C9082	Stage II Thyroid Gland Papillary Carcinoma AJCC v7
C9081	Stage I Thyroid Gland Papillary Carcinoma AJCC v7
C9122	Stage III Thyroid Gland Papillary Carcinoma AJCC v7
C9083	Stage IV Thyroid Gland Papillary Carcinoma AJCC v7
C172218	Locally Advanced Papillary Renal Cell Carcinoma
C162761	Advanced Papillary Renal Cell Carcinoma
C159247	Penile Carcinoma Cuniculatum
C8238	Stage I Laryngeal Verrucous Carcinoma AJCC v6 and v7
C8246	Recurrent Laryngeal Verrucous Carcinoma
C8240	Stage II Laryngeal Verrucous Carcinoma AJCC v6 and v7
C8191	Supraglottic Verrucous Carcinoma
C8189	Glottis Verrucous Carcinoma
C8244	Stage IV Laryngeal Verrucous Carcinoma AJCC v7
C8190	Subglottic Verrucous Carcinoma
C8242	Stage III Laryngeal Verrucous Carcinoma AJCC v6 and v7
C201878	Tongue Verrucous Carcinoma
C8175	Buccal Mucosa Verrucous Carcinoma
C8214	Recurrent Oral Cavity Verrucous Carcinoma
C8176	Lower Gingival Verrucous Carcinoma
C179894	Oral Cavity Carcinoma Cuniculatum
C5917	Upper Gingival Verrucous Carcinoma
C167076	Refractory Triple-Negative Breast Carcinoma
C148386	Refractory Paranasal Sinus Squamous Cell Carcinoma
C178687	Refractory Primary Peritoneal Low Grade Serous Adenocarcinoma
C178686	Refractory Primary Peritoneal High Grade Serous Adenocarcinoma
C180530	Refractory Non-Muscle Invasive Bladder Urothelial Carcinoma
C178677	Refractory High Grade Ovarian Serous Adenocarcinoma
C178679	Refractory Low Grade Ovarian Serous Adenocarcinoma
C136972	Intermediate Atypical Prostate Carcinoma
C157497	Castration-Resistant Prostate Carcinoma Refractory to Second-Generation Androgen Receptor Axis-Targeted Agents
C161609	Double-Negative Prostate Carcinoma
C171576	Aggressive Variant Prostate Carcinoma
C200719	Recurrent Platinum-Resistant Ovarian High Grade Serous Adenocarcinoma
C189977	Advanced Platinum-Resistant Ovarian Carcinoma
C157071	Refractory Primary Vitreoretinal Diffuse Large B-Cell Lymphoma
C8236	Recurrent Hypopharyngeal Squamous Cell Carcinoma
C167266	Recurrent Nasopharyngeal Squamous Cell Carcinoma
C8221	Recurrent Oropharyngeal Squamous Cell Carcinoma
C153810	Recurrent Parotid Gland Squamous Cell Carcinoma
C153811	Recurrent Submandibular Gland Squamous Cell Carcinoma
C153806	Recurrent Parotid Gland Mucoepidermoid Carcinoma
C153807	Recurrent Submandibular Gland Mucoepidermoid Carcinoma
C153808	Recurrent Submandibular Gland Carcinoma ex Pleomorphic Adenoma
C6060	Recurrent Oral Cavity Squamous Cell Carcinoma
C148387	Recurrent Paranasal Sinus Squamous Cell Carcinoma
C170773	Recurrent Superficial Bladder Urothelial Carcinoma
C192630	Recurrent Muscle Invasive Bladder Urothelial Carcinoma
C171014	Recurrent Triple-Negative Breast Carcinoma
C199427	Recurrent Estrogen Receptor-Positive Breast Carcinoma
C203341	Recurrent Breast Medullary Carcinoma
C156454	Recurrent Primary Peritoneal Low Grade Serous Adenocarcinoma
C165268	Recurrent Primary Peritoneal High Grade Serous Adenocarcinoma
C156455	Recurrent Low Grade Ovarian Serous Adenocarcinoma
C165262	Recurrent High Grade Ovarian Serous Adenocarcinoma
C157070	Recurrent Primary Vitreoretinal Diffuse Large B-Cell Lymphoma
C2872	Refractory Anemia
C82593	Refractory Neutropenia
C82594	Refractory Thrombocytopenia
C156720	Recurrent Acute Myeloid Leukemia with Multilineage Dysplasia
C169107	Recurrent Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA
C193407	Recurrent Acute Myeloid Leukemia with KMT2A Rearrangement
C156722	Recurrent Acute Monoblastic and Monocytic Leukemia
C193410	Recurrent Acute Panmyelosis with Myelofibrosis
C156717	Recurrent Acute Myelomonocytic Leukemia
C198886	Acute Myeloid Leukemia with SF3B1 Mutation
C198890	Acute Myeloid Leukemia with ZRSR2 Mutation
C198885	Acute Myeloid Leukemia with EZH2 Mutation
C129786	Acute Myeloid Leukemia with RUNX1 Mutation
C198883	Acute Myeloid Leukemia with ASXL1 Mutation
C198887	Acute Myeloid Leukemia with SRSF2 Mutation
C198889	Acute Myeloid Leukemia with U2AF1 Mutation
C198888	Acute Myeloid Leukemia with STAG2 Mutation
C198884	Acute Myeloid Leukemia with BCOR Mutation
C198961	Acute Myeloid Leukemia with del(12p)
C198963	Acute Myeloid Leukemia with del(17p)
C162775	Acute Myeloid Leukemia with Trisomy 8
C198960	Acute Myeloid Leukemia with del(7q)
C198964	Acute Myeloid Leukemia with del(20q)
C198959	Acute Myeloid Leukemia with del(5q)
C198966	Acute Myeloid Leukemia with idic(X)(q13)
